branch_name,address,city,branch_code
CENTURION,2ND FLOOR STANDARD BANK BUILDING CNR HENDRIK,PRETORIA GAUTENG,012645
CERES,91 VOORTREKKER STREET,,050007
CHAPEL ST CLOSED 07-01-27,MERGED WITH KIMBERLEY BRANCH ( 2007-01-27 ),,050702
CHATSWORTH,3RD LEVEL 17 JOYHURST STREET CHATWORTH CENTRE,,044126
CIB: CENTRAL GAUTENG,25 SAUER STREET,GAUTENG,045026
CIB: EASTERN CAPE PE,STANDARD BANK CENTRE 1 PICKERING STREET,PORT ELIZABETH,052317
CIB: EASTERN GAUTENG,MEADOWDALE VALUE CENTRE,"ISANDO , GAUTENG",016542
CIB: JHB OPS HUB,BLOCK D,"FLORIDA , GAUTENG",000155
CIB: KWA-ZULU NATAL,1 KINGSMEAD WAY,"DURBAN , KWAZULU NATAL",001526
CIB: KZN PIETERMARITBURG,188 LONGMARKET STREET,,008825
CIB: NORTHERN GAUTENG,4TH FLOOR STANDARD BANK CENTRE,PRETORIA,004145
CIB: PRODUCT DEVELOPMENT,2ND FLOOR,"JOHANNESBURG , GAUTENG",004055
CIB: SANDRAND SANDTON,156 5TH STREET,,000253
CIB: SANRAND RANDBURG,42 CHAMBERLAIN ROAD,,041826
CIB: WESTERN CAPE,21ST FLOOR,"CAPE TOWN , WESTERN CAPE",001509
CIB:BRANCH,25 SAUER STREET,GAUTENG,000653
CIB:JHB ZAR ITT HUB,1ST FLOOR,"JOHANNESBURG, GAUTENG",053421
CITRUSDAL,51 VOORTREKKER STREET,,050011
CLANWILLIAM,16 MAIN ROAD,,050106
CLAREMONT,178-182 MAIN ROAD,,025109
CLEARWATER,CLEARWATER SHOPPING CENTRE CNR HENDRIK POTGIETER,ROODEPOORT GAUTENG,001206
CLEARY PARK,SHOP 85 CLEARY PARK CENTRE,,051717
COLESBERG,26 CHURCH STREET,,050018
CONSTANTIA,SHOP 23A CONSTANIA COURTYARD MAIN ROAD,CAPE TOWN WESTERN CAPE,025309
CRADOCK,4 ADDERLEY STREET,,050118
CRESTA,CRESTA CENTRE CNR BEYERS NAUDE AND WELTEVREDEN,"RANDBURG, GAUTENG",007254
CSC-JOHANNESBURG COMMERCIAL,EAST TOWERS BEDFORD CENTRE,"JOHANNESBURG , GAUTENG",014442
CSC-JOHANNESBURG CORPORATE,9TH FLOOR,GAUTENG,014342
DANNHAUSER,CNR NEWCASTLE ROAD AND CHURCH STREET,,057524
DARLING,18 MAIN ROAD,,050111
DE AAR,10 ALIDA STREET,,050208
DE DOORNS,42 VOORTREKKER STREET,,050107
DELAREYVILLE,GENERAL DELAREY STREET,NORTH WEST,052839
DELMAS,30 SAREL CILLIERS STREET,,052644
DIGITAL BANKING,68 GRAYSTON DRIVE,GAUTENG,004306
DORDRECHT,63 GREY STREET,,050420
DOUGLAS,DOUGLAS SHOPPING CENTRE,NORTHERN CAPE,050003
DUNDEE,CNR WILSON AND BEACONSFIELD STREET,,057624
DURBAN ABC,369 WEST STREET,,040126
DURBAN CASH SERVICES,96 FIRST AVENUE,KWAZULU NATAL,047526
DURBAN NORTH,17 BROADWAY,,042826
DUTYWA,CNR RICHARDSON ROAD AND CHURCH LANE,EASTERN CAPE,050321
EAST LONDON,77 OXFORD STREET,,050021
EASTGATE,EASTGATE SHOPPING COMPLEX,,018505
EDENDALE KZN,EDENDALE MALL,PIETERMARITZBURG,043827
EGOLI,ESSEMBY HOUSE,GAUTENG,001805
ELLIOT,29 MACLEAR ROAD,,050520
ELLIS PARK,43 BEIT STREET,,004605
ELOFF STREET,MERGED WITH JOHANNESBURG 000205 ON 2012-08-04,,001305
EMALAHLENI,CNR PRESIDENT AND DELVILLE STREET,MPUMALANGA,016345
EMPANGENI,9 MAXWELL STREET,,057530
ERMELO,86 JOUBERT STREET,,052844
ESHOWE,33-35 OSBORN ROAD,,057630
ESIKHALENI,"SHOP 40, ESIKHALENI PLAZA",KWAZULU NATAL,041827
ESTCOURT,80 HARDING STREET,,057625
FICKSBURG,69 PIET RETIEF STREET,,055233
FISH HOEK,77 MAIN ROAD,,036009
FLORIDA,18E GOLDMAN STREET,GAUTENG,015641
FNB EASYPLAN PHUTHADITJHABA,UNPAIDS TO BLOEMFONTEIN DAY 2 TEL 051 410-0374,GAUTENG,210422
FORDSBURG,CNR MAIN AND MINT ROAD,JOHANNESBURG GAUTENG,005205
FORT BEAUFORT,35 HENRIETTA STREET,,050319
FOURWAYS CROSSING,1 TWILIGHT AVENUE,"JOHANNESBURG , GAUTENG",009953
FRANKFORT,CNR BRAND AND KERK STREET,,055333
FRANSCHHOEK,36 HUGENOTE ROAD,,050510
GAUTENG PROVINCE,MERGED WITH JOHANNESBURG 25-2-2012,,001653
GEORGE,99 HIBERNIA STREET,,050214
GERMISTON,243 PRESIDENT STREET,,011642
GEZINA,SHOP 9 MOTORCITY VOORTREKKER ROAD,"PRETORIA , GAUTENG",014845
GLENWOOD,"1ST FLOOR, DAVENPORT SQUARE",DURBAN KWAZULU NATAL,042526
GOBABIS,CNR HEROES AND RIVER STREET,,082072
GOSS: BRANCH MAINT + PAYM PTA,3RD FLOOR SHORBURG BUILDING,"PRETORIA, GAUTENG",014445
GOVAN MBEKI,32-36 GOVAN MBEKI AVENUE,EASTERN CAPE,035410
GRAAFF REINET,33 CALEDON STREET,,050116
GRABOUW,CNR KEEROM AND MAX HARRIS STREET,WESTERN CAPE,050212
GRAHAMSTOWN,CHURCH SQUARE,,050917
GREENACRES,"SHOP 7, GREENACRES SHOPPING CENTRE",PORT ELIZABETH,050317
GREENSTONE,SHOP L65 CNR MODDERFONTEIN AND VAN RIEBEECK AVE,GAUTENG,016342
GREYTOWN,136 PINE STREET,,057531
GREYVILLE CLOSED 09-07-11,MERGED WITH FLORIDA ROAD BRANCH 2011-07-09,,041026
GROBLERSDAL,7 HEREFORD STREET,,052647
GROOTFONTEIN,CNR HAGE GEINGOB AVENUE AND,,084073
GUSTAV VOIGTS CENTRE,41 INDEPENDENCE AVENUE,,082772
HANOVER,5 DARLING STREET,,050218
HARRISMITH,6 SAREL CILLIERS STREET,,055433
HARTBEESPOORT,"VILLAGE MALL, MAGALIES BOULEVARD",NORTH WEST,013445
HARTSWATER,D.F. MALAN STREET,,050501
HATFIELD,STANDARD PLAZA,PRETORIA GUATENG,011545
HAZYVIEW,SHOP 167 TWIN CITY BLUE HAZE SHOPPING CENTRE,MPUMALANGA,052452
HEIDELBERG GAUTENG,40 UECKERMANN STREET,,052843
HEILBRON,CNR.CHURCH AND BREE STREET,FREE STATE,055236
HELDERBERG,SHOP 1 TRIANGLE HOUSE VALUE RING ROAD,,033012
HENDRINA,CHURCH STREET,,052550
HERMANUS,14 - 18 ROYAL STREET,WESTERN CAPE,050312
HILLCREST,SHOP U16 HILLCREST SHOPPING CENTER,,045726
HOEDSPRUIT,SHOP 13-15 HOEDSPRUIT WILDLIFE CENTRE,LIMPOPO,052752
HOME LOANS,1ST FLOOR NO.6 SIMMONDS STREET,,004255
HOPETOWN,CHURCH STREET,,050103
HOWICK,17 MAIN STREET,,058325
HUMANSDORP,35 MAIN STREET,,050015
HYDE PARK,CNR HYDE LANE AND JAN SMUTS AVENUE,,006605
INDUSTRIA,33 MARAISBURG ROAD,"JOHANNESBURG, GAUTENG",005005
IPC CAPE TOWN CLOSE 2015-04-18,MERGED WITH THIBAULT SQUARE 2015/04/18,,028709
IPC: BRANCH MAINENANCE DBN,3RD FLOOR STANDARD BANK CENTRE 96 FIRST AVENUE,,047226
IPC: BRANCH MAINTENANCE JHB,2ND TO 7TH FLOOR MELHOF BUILDING 2 MELLE,,007155
IPS BLOEMFONTEIN DAY 1 CENTRE,3RD FLOOR OLD UNITED BUILDING,FREE STATE,058434
IPS CAPE TOWN DAY 1 CENTRE,10 OSWALD PIROW STREET,"CAPE TOWN, WESTERN CAPE",023310
IPS CAPE TOWN DAY 2 CENTRE,10 OSWALD PIROW STREET,"CAPE TOWN , WESTERN CAPE",028809
IPS DURBAN DAY 1 CENTRE,2ND FLOOR STANDARD BANK BUILDING,"DURBAN , KWA-ZULU NATAL",049126
IPS JOHANNESBURG DAY 1 CENTRE,CENTRO BUILDING,"JOHANNESBURG , GAUTENG",015842
IPS JOHANNESBURG DAY 2 CENTRE,CENTRO CITY BUILDING,"JOHANNESBURG, GAUTENG",006355
IPS KLERKSDORP DAY 1 CENTRE,4TH FLOOR ABSA BUILDING,NORTH WEST,058634
IPS POLOKWANE DAY 1 CENTRE,100 LANDROS MAREE STREET,LIMPOPO,053748
IPS PORT ELIZABETH DAY1 CENTRE,2ND FLOOR STANDARD BANK BUILDING,PORT ELIZABETH,055117
IPS PRETORIA DAY 1 CENTRE,CURATOR BUILDING,"PRETORIA , GAUTENG",015645
IPS PRETORIA DAY 2 CENTRE,CURATOR BUILDING,"PRETORIA , GAUTENG",006353
IPS WITBANK DAY 1 CENTRE,1ST FLOOR MIDLAND CENTRE,"WITBANK , MPUMALANGA",050450
ISANDO CLOSED 23-07-2011,MERGED WITH GREENSTONE BRANCH 2011-07-23,,012542
ISITHEBE,4 WHITE STREET,,057929
IXOPO,11 MARGARET STREET,KWAZULU NATAL,050023
JAN KEMP,55 GRENS STREET,,050101
JAN SMUTS AVENUE,MERGED WITH ROSEBANK BRANCH 2012-04-14,,004205
JANSENVILLE,MAIN STREET,,050216
JEFFREYS BAY,CNR JEFFREYS AND GOEDE HOOP STREET,,050315
JHB CASH SERV CLOSED 25-7-2009,MERGED WITH JHB CASH CENTRE 2009-07-25,,005837
JOHANNESBURG,88 COMMISSIONER STREET,,000205
JORISSEN POD CENTRE,5 SIMMONDS 5TH FLOOR ENT1,"JOHANNESBURG , GAUTENG",015742
JUBILEE MALL,JUBILEE MALL SHOPPING CENTRE,GAUTENG,017645
KABOKWENI,SHOP 7 KABOKWENI PLAZA,MPUMALANGA,016245
KAKAMAS,24 VOORTREKKER STREET,,050104
KATHU,"SHOP 62, VILLAGE WALK SHOPPING CENTRE",NORTHEN CAPE,050502
KATIMA MULILO,ERF 328,,080672
KATLEHONG,SHOP 26 LETSOHO SHOPPING CENTRE,GAUTENG,013542
KATUTURA,RED CROSS SHOPPING CENTRE,WINDHIOEK,082972
KEETMANSHOOP,CNR FENCHEL STREET AND FITH AVENUE,,080371
KEIMOES,56 MAIN STREET,,050204
KEMPTON PARK,SHOP 92 FESTIVAL MALL SHOPPING CENTRE,"KEMPTON PARK , GAUTENG",012442
KESTELL,15 OLIVIER STREET,,055533
KEY WEST,"SHOP 84, KEY WEST SHOPPING CENTRE",GAUTENG,015841
KHAYELITSHA,SHOP 51 AND 52 KBD SHOPPING CENTRE,WESTERN CAPE,050911
KILLARNEY,KILLARNEY MALL SHOPPING CENTRE,"JOHANNESBURG , GAUTENG",007205
KIMBERLEY,CNR BULTFONTEIN AND LENNOX STREET,NORTHERN CAPE,050002
KING WILLIAMS TOWN,"SHOP G65 METLIFE MALL, OAK STREET",EASTERN CAPE,050419
KINGSMEAD,1 KINGSMEAD WAY,"DURBAN, KWA-ZULU NATAL",040026
KINGSMEAD CLOSED 2009-10-17,MERGED WITH DURBAN / KINGSMEAD 2007-10-17,,040127
KIRKWOOD,MAIN STREET,,051017
KLERKSDORP,43 O R TAMBO STREET,NORTH WEST,052038
KLOOF,SHOP 227-230 KLOOF VILLAGE MALL,KWAZULU NATAL,045526
KNYSNA,KNYSA MALL,,050314
KOKSTAD,68 MAIN STREET,,050122
KOMATIPOORT,SHOP 49 BELCELIA CENTRE RISSIK STREET,MPUMALANGA,052352
KOMGA,CNR MAIN AND STATION STREET,,050421
KRIEL,MEGA MARK CENTRE BRONWYN STREET,,053544
KROMBOOM,KENILWORTH CENTRE CNR CHICHESTER AND DONCASTER,,026209
KROONSTAD,104 CROSS STREET,FREE STATE,055436
KURUMAN,VOORTREKKER STREET,,050302
LAAIPLEK,13 JAMESON STREET,WESTERN CAPE,050611
LADISMITH CAPE,1 VAN RIEBEECK STREET,WESTERN CAPE,050113
LADY GREY,BOTHA STREET,,050820
LADYBRAND,CNR PIET RETIEF & JOUBERT STREET,,055633
LADYSMITH KWA-ZULU NATAL,262B MURCHISON STREET,,057725
LAINGSBURG,VOORTREKKER STREET,,051108
LAKESIDE MALL,"SHOP D006, DECK EXTENSION LAKESIDE MALL",GAUTENG,013042
LAMBERTS BAY,50 CHURCH STREET,,050206
LEANDRA,NORDA STREET,,053044
LENASIA,"SHOP 37 , SIGNET TERRACE SHOPPING CENTRE",GAUTENG,015137
LEPHALALE,FOX ODENDAAL STREET,,052547
LIBRARY GARDENS,57 PRESIDENT STREET,GAUTENG,001005
LICHTENBURG,CNR SCHOLTZ AND MARITZ STREET,NORTH WEST,052539
LIMEACRES,SHOPPING CENTRE,,050602
LIVINGSTONE ROAD,SHOP 3B BUILDING 65,NORTHERN CAPE,006760
LOAN CENTRES CENTRAL,MERGED WITH ELOFF STREET BRANCH ( 2012-05-12 ),,008560
LOCH LOGAN,"SHOP S16, 2ND FLOOR, LOCH LOGAN SHOPPING CENTRE",FREE STATE,054352
LOERIESFONTEIN,MAIN STREET,,050306
LOUIS TRICHARDT,87-89 KROGH STREET,,052549
LUDERITZ,BISMARCK STREET,NAMIBIA,080471
LUSIKISIKI,MAIN STREET,,050222
LYDENBURG,49 VOORTREKKER STREET,MPUMALANGA,052651
LYNNWOOD RIDGE,"SHOP U26, THE GROVE SHOPPING CENTRE",GAUTENG,012445
LYTTELTON,SHOP NO 12 LYTTELTON CENTRE CANTONMENTS ROAD,CENTURION GAUTENG,010945
MACLEAR,32 VAN RIEBEECK STREET,,050920
MAERUA,ERF NO. 7995,,086872
MAFIKENG,CNR NELSON MANDELA AND VICTORIA STREET,NORTH WEST,050040
MALELANE,INKWAZI SHOPPING CENTER,MPUMALANGA,053252
MALL OF AFRICA,"SHOP 1042, CNR ALLANDALE + MAXWELL DRIVE",GAUTENG,009006
MALL OF THE NORTH,SHOP L1 AND L2,LIMPOPO,017445
MALL OF THE SOUTH,"SHOP G146, CNR SWARTKOPPIES AND KLIPRIVER DRIVE","MULBARTON, GAUTENG",004006
MALMESBURY,3 CHURCH STREET,,050507
MALVERN,558 JULES STREET,JOHANNESBURG,005105
MARBLE HALL,COTTON FIELDS SHOPPING CENTRE,LIMPOPO,053247
MARGATE,MARINE DRIVE,,057528
MARIENTAL,MARIE BRANDT STREET,,080671
MATATIELE,CNR HIGH & MARKET STREET,,050322
MATLOSANA MALL,"SHOP 72, MATLOSANA MALL",NORTH WEST,052638
MBOMBELA,29 BROWN STREET,MPUMALANGA,016745
MELMOTH,"SHOP 34, MELMOTH MALL,10 OPPOSITION STREET",KZN,057930
MELROSE ARCH,MELROSE ARCH,"SANDTON, GAUTENG",004206
MELVILLE,SHOP 1 FIRST FLOOR CAMPUS SQUARE SHOPPING CENTRE,"JOHANNESBURG , GAUTENG",006105
MENLYN,MENLYN SQUARE CORNER GOBIE AND LOUIS STREET,"PRETORIA , GAUTENG",012345
MEYERTON,12 LOCH STREET,,014537
MIDDELBURG EASTERN CAPE,28 MEINTJIES STREET,,050418
MIDDELBURG MPUMALANGA,4A O R TAMBO STREET,,052650
MIDLANDS,SHOP 91 MIDLANDS MALL,PIETERMARITZBURG,047626
MIDRAND,SHOP 25 MIDRAND CITY SHOPPING CENTRE,"MIDRAND, GAUTENG",001155
MILNERTON,SUITE 55 MILNER MALL,WESTERN CAPE,026509
MISGUND,NATIONAL ROAD,,050115
MOBILE BANKING CENTRAL,45 COMMISSIONER STREET,,007154
MOBILE MONEY,61 CENTRAL STREET,"JOHANNESBURG , GAUTENG",003153
MODIMOLLE,87 NELSON MANDELA DRIVE,LIMPOPOPROVINCE,052747
MOKOPANE,SHOP 19 MOKOPANE MALL,LIMPOPO,052648
MOLTENO,48 SMITH STREET,,051020
MONTAGU,46 BATH STREET,,050213
MONTANA,UPPER LEVEL KOLLANADE SHOPPING CENTRE,"PRETORIA , GAUTENG",015945
MOOI RIVER,CLAUGHTON TERRACE,,057825
MOOKGOPHONG,SHOP 33 EUPHORBIA PARK,LIMPOPO,053948
MOORREESBURG,34 MAIN STREET,,050311
MOSSEL BAY,85 MARSH STREET,,050414
MOUNT FRERE,176 MAIN STREET,,050422
MOWBRAY CAPE TOWN,37-39 MAIN ROAD,WESTERN CAPE,024909
MSUNDUZI,STANDARD BANK BUILDING,KWA-ZULU NATAL,040727
MTHATHA,CNR YORK AND LEEDS ROAD,,050621
MTHATHA MALL,SHOP 94A,EASTERN CAPE,055217
MTHATHA WEST,47 LEEDS ROAD,"UMTATA ,EASTERN CAPE",052621
MTUBATUBA,30 JAN SMUTS AVENUE,,057730
MUSGRAVE ROAD,135 MUSGRAVE ROAD,KWAZULU NATAL,042626
MUSINA,10 NATIONAL ROAD,,052649
NEW GERMANY,55 SHEPSTONE ROAD,,045826
NEWCASTLE,64 SCOTT STREET,,057724
NEWCASTLE CASH SERVICES,28 AYLIFF STREET,KWAZULU NATAL,044427
NEWCASTLE MALL,SHOP 154 NECASTLE MALL,KWAZULU NATAL,047027
NGCOBO,CNR HIGH AND CHURCH STREET,EASTERN CAPE,041027
NIGEL,SHOP 1 NIGEL BUSINESS CENTRE CNR CHURCH STREET,,012242
NO. 5 ON SIMMONDS,GROUND FLOOR STANDARD BANK CENTRE,"JOHANNESBURG , GAUTENG",005055
NONGOMA,SHOP NO 12 NONGOMA PLAZA MAIN STREET,,057830
NONQUBELA LINK,NONQUBELA LINK MALL,"CAPE TOWN, WESTERN PROVINCE",024610
NORTH END,585-587 GOVAN MBEKI AVENUE,PORT ELIZABETH,050217
NORTHAM,SHOP NO 5 NORTHAM SHOPPING CENTRE,,053946
NORTHCLIFF,258 BEYERS NAUDE DRIVE,GAUTENG,006305
NORTHGATE,NORTHGATE SHOPPING CENTRE,GAUTENG,001106
NORWOOD,"SHOP 68U, AFRICAN ROAD, NORWOOD SHOPPING CENTRE",GAUTENG,004105
NOUPOORT,13 PIET RETIEF STREET,,050518
NR NON-METRO ATM SERVICES,CNR. OAK & RETAIL AVENUE,GAUTENG,005660
O.R. TAMBO,IDR CENTRAL TERMINAL BUILDING,GAUTENG,006260
ODENDAALSRUS,CNR CHURCH SQUARE AND WESSELS STREET,,055235
OKAHANDJA,MAIN STREET,,084273
OLD MAIN,10 - 12 OLD MAIN,NORTHERN CAPE,054252
OMARURU,CNR BANK AND WILHELM ZERAUA STREET,,084373
ONDANGWA,OLD MUTUAL BUILDING,,005972
ONGWEDIVA,"SHOP 11, MANDUME NDEMFAYO STREET",,081171
OPC CENTRAL SERVICES,ENTRANCE 2 3RD FLOOR 5 SIMMONDS STREET,,003905
OPS: BETHLEHEM ATM SERVICES,CNR. PRESIDENT BOSHOFF AND MURRAY STREET,FREE STATE,054652
OPS: LOUIS TRICHARDT CASH SERV,2267 UNIKA STREET,LIMPOPO,017745
OPS: MTHATHA CASH SERVICES,ERF 2642 10 ERROL SPRINGS ROAD,EASTERN CAPE,042427
OPS: PRETORIA ATM SERVICES,481 KINGSLEY CENTRE,"PRETORIA, GAUTENG",013145
OPS: WELKOM ATM SERVICES,MERGED WITH OPS:BETHLEHEM ATM SERVICES 2012-1-14,,007760
OPS: WELKOM CASH SERVICES,CNR GRAAF AND TULBAGH STREET,FREE STATE,007660
OPS: WITBANK ATM SERVICES,CNR MANDELA AND DELVILLE STREET,MPUMALANGA,016645
OPS:BELLVILLE ATM SERVICES,CNR STRAND STREET AND PETER BARLOW DRIVE,WESTERN CAPE,032710
OPS:BLOEMFONTEIN ATM SERVICES,CNR DOUGLAS AND GORDON ROAD,FREE STATE,058734
OPS:CAPE TOWN ATM SERVICES,HEERENGRACHT TOWER STANDARD BANK CENTRE,"CAPE TOWN , WESTERN CAPE",021409
OPS:CASH SUPPLY SERVICES,"ENTRANCE 1 , THIRD FLOOR , 5 SIMMONDS STREET",GAUTENG,015942
OPS:DURBAN ATM SERVICES,96 FIRST AVENUE,,041426
OPS:EAST LONDON ATM SERVICES,4 BUFFALO PARK,EASTERN CAPE,048926
OPS:EAST RAND ATM SERVICES,"147 PAUL SMITH STREET, DUNSWART",GAUTENG,004560
OPS:JOHANNESBURG ATM SERVICES,LOWER GROUND FLOOR STANDARD BANK CENTRE,,009405
OPS:JOHANNESBURG CASH CENTRE,LOWER GROUND FLOOR STANDARD BANK CENTER,GAUTENG,003856
OPS:KIMBERLEY ATM SERVICES,RUTHERFORD ROAD,"KIMBERLEY,NORTHERN CAPE",050334
OPS:MAFIKENG ATM SERVICES,SHOP 43 MEGACITY SHOPPING COMPLEX,NORTH WEST,016045
OPS:MAFIKENG CASH CENTRE,CNR NELSON MANDELA AND VICTORIA STREET,NORTH WEST,052040
OPS:MTHATHA CASH CENTRE,CNR YORK AND LEEDS ROAD,EASTERN CAPE,053117
OPS:NELSPRUIT ATM SERVICES,"2ND FLOOR STANDARD BANK BUILDING, CNR R40 AND",MPUMALANGA,016445
OPS:P/SHEPSTONE ATM SERVICES,23 PRINCESS ELIZABETH DRIVE,KWA-ZULU NATAL,040227
OPS:PIETERMARITZBURG ATM SERVI,27 WINGANTHORPE STREET,KWAZULU NATAL,047726
OPS:POLOKWANE ATM SERVICES,7 VELDSPAN STREET,LIMPOPO,016545
OPS:PORT ELIZABETH ATM SERVICE,1 PICKERING STREET,,051517
OPS:RICHARDS BAY ATM SERVICES,15 BETASDRAL,KWAZULU NATAL,049226
OPS:RUSTENBURG ATM SERVICES,CNR HEFER AND BEYERS NAUDE DRIVE,NORTH WEST,015545
OPS:VAAL ATM SERVICES,28C TELFORD STREET DUNCANVILLE,,012041
OPS:VAAL CASH SERVICES,28 C TELFORD STREET,GAUTENG,002356
OSHAKATI,GAME CENTRE,OSHAKATI,084873
OSHIKANGO,OSHIKANGO MAIN ROAD,,086572
OTAVI,UNION STREET,,084473
OTJIWARONGO,29 HAGEGEINGOB STREET,,084573
OUDTSHOORN,60 CHURCH STREET,,050514
OVERPORT CITY,RIDGE LEVEL OVERPORT CITY,DURBAN KWAZULU NATAL,043826
PAARL,45 LADY GREY STREET,,050210
PARKTOWN,MOORES ROWLAND HOUSE ST.DAVIDS PLACE OFF,,000355
PAROW CENTRE,"SANLAM SHOPPING CENTER,CNR",WESTERN CAPE,031110
PARYS,78A KORT STREET,FREE STATE,055736
PETRUSVILLE,VISAGIE STREET,,050203
PHALABORWA,CNR TAMBOTIE STREET AND PALM AVENUE,,052952
PHOENIX,16-22 PARTHENON STREET,,044926
PHUTHADITJHABA,"SHOP 2, SETSING CENTRE PHASE 2,",FREE STATE,040327
PIET RETIEF,CNR CHURCH & RETIEF STREET,,053344
PIETERMARITZBURG,188 LANGABALELE STREET,PIETERMARITZBURG,057525
PIKETBERG,50 LONG STREET,,050411
PINELANDS,HOWARD SHOPPING CENTRE HOWARD DRIVE,,036309
PINETOWN,51 OLD MAIN ROAD,KWAZULU NATAL,045626
PLETTENBERG BAY,"SHOP A1, THE MARKET SQUARE, BEACON WAY",WESTERN CAPE,050714
POFADDER,VOORTREKKER STREET,NORTHERN CAPE,050504
POLOKWANE,49 LANDROS MARE STREET,LIMPOPO,057448
POLOKWANE SQUARE,STANDARD BANK SQUARE BUILDING,LIMPOPO,052548
PONGOLA,55 PIET RETIEF STREET,,052524
PORT ALFRED,CNR MAIN & CAMPBELL STREET,,051117
PORT ELIZABETH,1 PICKERING STREET,,050017
PORT ELIZABETH CASH SERVICES,1 PICKERING STREET,,053017
PORT SHEPSTONE,CNR ESCOMBE & WOODLEY STREET,,057628
PORTERVILLE,34 VOORTREKKER STREET,,050207
POSTMASBURG,32 MAIN STREET,,050402
POTCHEFSTROOM,CNR RETIEF AND WALTER SISULU STREET,POTCHEFSTROOM NORTH WEST,052838
PRETORIA,12 CHURCH SQUARE,,010045
PRETORIA NORTH,497 GERRIT MARITZ STREET,,010445
PRIESKA,CHURCH STREET,,050604
PROMENADE,SHOP 73-75 PROMENADE MALL SHOPPING CENTRE,WESTERN CAPE,026609
PROSPECTON,CNR POWER DRIVE AND PROSPECTON ROAD,,057827
PROTEA GARDENS,SHOP 10 PROTEA GARDENS SHOPPING CENTRE,SOWETO GAUTENG,006805
QUEENSBURGH,15 CORONATION ROAD,KWA-ZULU NATAL,048126
QUEENSTOWN,CATHCART ROAD,,051120
RANDBURG,304 OAK AVENUE FERNDALE,,018005
REHOBOTH,BANHOF STREET,,080871
REITZ,30 CHURCH STREET,,055733
RICHARDS BAY,SHOP F5 BROADWALK SHOPPING CENTRE,KWA-ZULU NATAL,058030
RICHMOND,129 PIENAAR STREET,,050608
RINK STREET,8 - 10 RINK STREET,"PORT ELIZABETH, EASTERN CAPE",050417
RIVERSDALE,22 MAIN STREET,,050313
RIVERSIDE MALL,"SHOP G236A & G237, 2ND ENTRANCE",MPUMALANGA,052852
RIVONIA,"SHOP 3, RIVONIA VILLAGE SHOPPING CENTRE",GAUTENG,001255
ROBERTSON,45 CHURCH STREET,,050413
RONDEBOSCH,RIVERSIDE CENTER,WESTERN CAPE,025009
ROSEBANK,"CRADOCK HEIGHTS, 21 CRADOCK AVENUE","JOHANNESBURG, GAUTENG",004305
ROSH PINAH,LOOD STREET,NAMIBIA,080971
RRB WESTVILLE MAL,PRIVATE BANK HOUSE 9TH BOULEVART WESTERN OFFICE,KWA ZULU NATAL,101112
RUSTENBURG,121 CHURCH STREET,,052646
RUSTENBURG WEST,17 RUSTENBURG PLAZA,NORTH WEST,017845
SABIE,CNR MAIN STREET AND 8TH AVENUE,MPUMALANGA,053152
SALDANHA,SHOP NO. 7 DIE SALDANHA SENTRUM,WESTERN CAPE,050811
SANDTON,GROUND FLOOR ALICE LANE,"SAXONWOLD, GAUTENG",019205
SANDTON CITY,SANDTON CITY SHOPPING CENTRE CNR RIVONIA,,018105
SASOLBURG,KIRCHHOFER BOULEVARD,FREE STATE,055936
SBV BLOEMFONTEIN,19 BENNIE MARAIS STREET OOS-EINDE,BLOEMFONTEIN,058534
SBV BOKSBURG,147 PAUL SMIT STREET,"BOKSBURG , GAUTENG",016042
SBV EAST LONDON,4 BUFFALO PARK DRIVE,EASTERN CAPE,040427
SBV GEORGE,2 FABRIEK STREET,WESTERN CAPE,024010
SBV KIMBERLEY,RUTHERFORD ROAD,"KIMBERLEY,NORTHERN CAPE",058334
SBV NELSPRUIT,"2 ND FLOOR STANDARD BANK BUILDING , CNR R40 AND",MPUMALANGA,053852
SBV PIETERMARITZBURG,27 WIGANTHORPE STREET,KWAZULU NATAL,040726
SBV POLOKWANE,7 VELDSPAN STREET,LIMPOPO,053848
SBV PORT SHEPSTONE,23 PRINCESS ELIZABETH DRIVE,KWA-ZULU NATAL,049526
SBV PRETORIA,KINGSLEY CENTRE CNR PRETORIUS AND BEATRIX AVENUE,GAUTENG,015745
SBV RICHARDS BAY,16 BRASS LINK STREET,KWAZULU NATAL,048826
SBV RUSTENBURG,CNR HEEVER AND THABO MBEKI STREET,NORTH WEST,054346
SBV SELBY,34-36 LAUBE STREET,JOHANNESBURG GAUTENG,004660
SBV WITBANK,4A STEVENSON STREET KLIPFONTEIN EXTENSION 8,MPUMALANGA,050550
SCHWEIZER RENEKE,50B SCHWEIZER STREET,NORTH WEST,052639
SCOTTBURGH,10 ARBUTHNOT STREET,,057627
SEA POINT,220 MAIN ROAD,,024109
SECUNDA,CNR HORWOOD AND FRANS DU TOIT STREET,MPUMALANGA,053444
SENEKAL,11 MAIN STREET,,056036
SILVERTON,SHOP NO 20 SILVERTON MALL,,010545
SIYABUSWA,SHOP 9 MAQHAWE STREET,MPUMALANGA,053147
SMITHFIELD,PRESIDENT HOFFMAN STREET,,055432
SOMERSET EAST,49 NOJOLI STREET,,050718
SOUTHDALE,SOUTHDALE SHOPPING CENTRE ALAMEIN STREET,,006405
